region,component,metric_suffix,metric_title,mean_col,slope,intercept,rvalue,r2,pvalue,stderr,n
CP3,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,-0.02688037413666497,31.694339878430185,-0.32722630601747205,0.10707705534984026,0.010709216408859041,0.010192485307139358,60
CP3,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,-0.028949685511186905,98.62137066602772,-0.15709986866522951,0.024680368734632363,0.2306242335990652,0.023896126814800165,60
CP3,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,0.03140921357949955,182.41914262173793,0.21104675481273874,0.04454073271698826,0.10552002459323354,0.019101632087050985,60
CP3,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,0.0011732342978868489,317.5221900642319,0.008710770260227431,7.587751852646267e-05,0.947333886741859,0.017684700808724974,60
CP3,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,-0.23618769867456557,254.13414085620127,-0.6126907154896737,0.37538991284724826,1.9608550910068558e-07,0.04000428156733615,60
CP4,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,-0.0029357643915175788,0.6503222778753617,-0.08702709391581441,0.007573715075431982,0.5084939450131767,0.004412674057679047,60
CP4,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,0.017731581053196485,-4.8338584376821325,0.4875363047426877,0.23769164844215487,7.786677060085573e-05,0.004169575502338421,60
CP4,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,0.01970147419723407,5.032457608830353,0.45956063613383347,0.21119597828373368,0.00022094529890730291,0.004999498743962327,60
CP4,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,-0.011415520170286325,-0.9921506814040701,-0.27922706155058385,0.07796775190217355,0.030729371009384967,0.005154627166689567,60
CP4,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,-0.006628780219828681,1.2218609939453378,-0.14536853491859367,0.021132010944378388,0.2677615693289582,0.00592394848203192,60
CP4,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,0.008645734726833653,2.777650870457947,0.25497606991534777,0.06501279622947631,0.04928485214648089,0.004305180060025581,60
CP4,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,0.01663499582068997,-8.569715092957392,0.443044304177415,0.19628825546404985,0.00039260730275576615,0.004419892422869567,60
CP4,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.025955331659843938,8.532324693924252,0.526505564267363,0.27720810920449424,1.5528283447558733e-05,0.005503212163588708,60
CP4,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,-0.01923436407468872,-4.375024777737917,-0.37752234727164596,0.14252312268949324,0.0029428282559994354,0.006194872605252364,60
CP4,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.0072358916703109556,7.913824776860066,0.14241537784510158,0.02028213984676305,0.2777076129513539,0.006603462041703332,60
CP4,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,-0.045973857858995236,31.791510080373957,-0.439187319627105,0.1928855017212409,0.0004471623939407196,0.012348515004410579,60
CP4,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,-0.11960206270094864,100.11014899868849,-0.6368176062584393,0.40553666364072866,4.5073191969957916e-08,0.01901394127659645,60
CP4,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,-0.03717201640832769,183.48160426335082,-0.2577296962239313,0.06642459631567992,0.04680109398844171,0.018298368194105945,60
CP4,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,-0.03537404776789857,318.457845708905,-0.2297802109359328,0.05279894533776176,0.07737168483310122,0.019673391018100755,60
CP4,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,-0.0036340544744574215,227.45807638468523,-0.011136741871055789,0.0001240270195025272,0.9326964725450433,0.04284423067231724,60
CPZ,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,-0.016915237281973198,0.9650221292929926,-0.46759646400300775,0.21864645314811612,0.0001652547756852381,0.004198717673413575,60
CPZ,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,0.023374219676521427,-5.227027898547014,0.5998410138426797,0.3598092418878139,4.0853028132192555e-07,0.004093941830181869,60
CPZ,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,0.01863586911635361,4.450287173673545,0.4255889680741727,0.18112596974643919,0.0006989505290852068,0.005203000193910555,60
CPZ,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,-0.008710885517217715,-1.0702071054160847,-0.18522794910293555,0.034309393128879685,0.15651749833117445,0.006068212695222452,60
CPZ,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,-0.0060601409876754105,0.7847421209877599,-0.13546769034582462,0.018351495127632227,0.30206213534901155,0.005819839524195258,60
CPZ,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,-0.007176377008899176,3.232302634327975,-0.23176187297503076,0.05371356576489429,0.07478143655004987,0.003955128194711916,60
CPZ,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,0.021012483734875447,-9.02805927628804,0.5001017720392207,0.25010178239676867,4.729420655592707e-05,0.004777560118966597,60
CPZ,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.02526820311709498,7.955573061512234,0.494598251712045,0.24462743059661143,5.897836899250285e-05,0.005830266282652846,60
CPZ,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,-0.013701972018998093,-4.4865626184722975,-0.2338423952835183,0.054682265831933224,0.0721366802361592,0.007480570689654826,60
CPZ,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.013228229917259873,6.89458806900161,0.3052808607978961,0.09319640396950443,0.01769797134662763,0.005418072064210069,60
CPZ,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,-0.01779943730235912,31.49487626530132,-0.20900060159306869,0.04368125146626462,0.10902068007018802,0.010935687094842722,60
CPZ,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,-0.08327637720133907,99.4498067367837,-0.5161064749248906,0.2663658934593967,2.4345692634697953e-05,0.018147143604115054,60
CPZ,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,-0.011300132766707775,182.3235882011703,-0.0694786269921502,0.004827279608714342,0.5978490913547184,0.021304313934919973,60
CPZ,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,-0.05868820311362949,318.577177074926,-0.3461435810895851,0.11981537872952218,0.0067462632389757885,0.0208865842240564,60
CPZ,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,-0.056953547777821856,228.22517844531882,-0.19542875191164433,0.03819239707374303,0.13454653837951808,0.037528605770912736,60
Cz,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,-0.014750669413862712,0.6920317953287894,-0.35823963583543367,0.12833563668350412,0.004946877485042098,0.005047760534082772,60
Cz,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,0.01854998681544275,-3.8277000109443584,0.47160410121932034,0.22241042828688296,0.00014258543217962318,0.004554358873662531,60
Cz,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,0.006400740929270015,2.395023379050096,0.16881161026400524,0.028497359759926396,0.19726652375652964,0.004907224565386424,60
Cz,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,-0.0183571683951945,-0.21224365069944628,-0.45867437133849565,0.2103821789227642,0.0002280372980881484,0.004669772156923498,60
Cz,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,-0.004313592510229798,0.11936878237521323,-0.1090214923172264,0.011885685787075054,0.4069979968922215,0.005164360997118963,60
Cz,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,-0.01014411005611435,3.5317589635737745,-0.3109938105524267,0.09671715020191866,0.015581250189816062,0.004070615595242894,60
Cz,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,0.025159029139889752,-8.325647327382075,0.5276346582881344,0.27839833262683633,1.477508684105524e-05,0.00531857552167456,60
Cz,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.012409922687790193,6.466953763919515,0.24936606648560672,0.06218343511450403,0.05467849425323319,0.006328148676596595,60
Cz,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,-0.023698218880270436,-4.084230164456528,-0.5419805708772473,0.29374293920842687,7.73244875051559e-06,0.004825023055359046,60
Cz,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.010533967307992019,6.255582741596794,0.28131970294337943,0.07914077526415125,0.029448037389160006,0.004718179298608282,60
Cz,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,-0.010717391942536944,31.496662820318807,-0.153876606316355,0.023678009971438502,0.24045247875346276,0.009036475026642548,60
Cz,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,-0.08287000915432857,99.69899175242129,-0.46169757356131985,0.21316464943241037,0.00020466649947051833,0.020905845168772155,60
Cz,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,0.02051351069741582,182.1372347491256,0.13496924802901017,0.018216697913516464,0.30386101044888975,0.0197742029834694,60
Cz,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,-0.0010679274748935713,316.0594350072303,-0.00887659923910232,7.879401405163189e-05,0.9463327296777202,0.015796615226234666,60
Cz,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,-0.0546749148655709,238.06740199169354,-0.20316405667404497,0.041275633924254554,0.11949814351086628,0.034599842769570774,60
