region,component,metric_suffix,metric_title,mean_col,slope,intercept,rvalue,r2,pvalue,stderr,n
C,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,0.021471285943350495,686.4934986912609,0.22490112076252883,0.050580514120241574,0.08405296195758379,0.012214663570851995,60
C,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,0.0520085633354957,740.5937208371166,0.4516215783769128,0.203962050055654,0.00029233221788333244,0.01349127709963439,60
C,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,0.0317630789609772,862.7805027120605,0.12989055878919076,0.01687155726256822,0.32258412804019665,0.03183729361718456,60
CP,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,0.004793326316281658,-0.25452790180122636,0.22931228576865653,0.052584124404446,0.07799358328676759,0.0026715665941303667,60
CP,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,0.005619195349956933,-0.25180134851324487,0.352827854214408,0.12448749470954354,0.00569169231134483,0.0019567189324296674,60
CP,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,0.01344158815587072,-1.1786567414163773,0.7142937558492229,0.5102155696451893,1.4720500291018247e-10,0.001729267669276673,60
CP,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,0.004592046888184355,-1.0476852866570603,0.2590663931020577,0.06711539603490989,0.04563291360334452,0.0022479942773389896,60
CP,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,-0.0020893741610759882,0.7007900477807941,-0.1064873126196299,0.01133954774895079,0.4180540049994831,0.002561698044780822,60
CP,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,0.006909586851914107,2.334279815587755,0.2915925389396147,0.0850262087652507,0.023788815738592588,0.0029762266634090137,60
CP,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,-0.0023174595179900545,-3.654555922779777,-0.18581849266379963,0.03452851221584655,0.15517745116906514,0.0016090848775893716,60
CP,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.013325052311094375,2.5069974224729705,0.6334728705725396,0.40128787775141356,5.568419489546309e-08,0.002137154558145078,60
CP,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,0.003984704872972122,-4.748350749914923,0.18040164994498994,0.03254475530287469,0.16779104060278835,0.002852706558206153,60
CP,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.0030928831979526224,5.60430655708553,0.1267911797635197,0.016076003265825166,0.3343626829172808,0.0031771758730983948,60
CP,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,0.003350975090357331,568.3661809864307,0.060126588224912146,0.003615206611568144,0.6481350541973891,0.007304730316405625,60
CP,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,-0.0022945043086813957,559.063128359424,-0.022928884292526285,0.0005257337349000586,0.8619495133222037,0.013136442416249563,60
CP,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,0.025780510052671016,686.5629343780827,0.27167758503689254,0.07380871021147797,0.035745712379079864,0.011991514769692565,60
CP,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,0.03428070883060626,742.644191191513,0.39709941915045177,0.15768794868962618,0.0016809862023491739,0.010403346221038393,60
CP,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,-0.028386993900147085,866.7240286570432,-0.1430757780826716,0.020470678273961894,0.2754624420511665,0.025783864590951618,60
F,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,0.0009035201735373194,0.21846691758500572,0.03416665166943848,0.0011673600863007436,0.7955101490359417,0.003470306229916985,60
F,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,0.002194445091906823,0.22025776507100997,0.1209214281862115,0.014621991794593106,0.3573987230222847,0.0023654233885099015,60
F,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,0.007007241193967734,-0.849333641806885,0.38006906839179877,0.1444524967482098,0.002741275984397524,0.0022391985666050888,60
F,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,0.001059166437821725,-0.38855345859684165,0.05166959889312462,0.002669747449776385,0.6950036811303517,0.0026880331491541355,60
F,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,0.001317230115040687,0.40432378614330705,0.05687737101028145,0.003235035333041205,0.6659942786248347,0.0030360192609756352,60
F,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,0.006642441358273644,3.3731547882362016,0.24030547688925993,0.05774672222297464,0.06439369848456171,0.003523172371399603,60
F,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,-0.009035212840585232,-3.9359646242582,-0.32511820459219604,0.10570184695725304,0.011256066393102789,0.0034508356004028257,60
F,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.01944020064141642,3.5210703594100887,0.6897601382255661,0.4757690482849521,1.0918502174796113e-09,0.0026794766892373205,60
F,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,-0.008623482994497425,-4.634459121633584,-0.331719039166742,0.11003752094570651,0.009620020883786258,0.003220209777240788,60
F,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.008160877345833277,6.491135910466291,0.30522528999170234,0.09316247765051879,0.01771970971445649,0.0033432363468213202,60
F,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,-0.012699184517744976,568.5542811463098,-0.2630383766382782,0.06918918758450071,0.042302102111576395,0.006116083850042491,60
F,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,0.017940298637573918,558.304623656931,0.1988291409788173,0.0395330273023744,0.1277646016324205,0.011611193239909464,60
F,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,0.006932871461483274,688.0235915465822,0.07898905454251147,0.0062392707375198515,0.5485633475557634,0.01148875984320418,60
F,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,0.01786148003386175,743.125924367069,0.20743099175031468,0.04302761633851912,0.11176614104105283,0.011060620828673054,60
F,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,-0.06804308843368054,867.4059374404483,-0.3906208329897053,0.15258463516557122,0.0020308414652607802,0.02105536557141965,60
FC,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,-0.0023164765542646056,0.3363845483660476,-0.07337077354593012,0.005383270410728159,0.5774427052889541,0.004134459044667111,60
FC,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,0.00015999781002464533,0.26022252383233485,0.007662517397239297,5.871417286299489e-05,0.9536643008249405,0.002741674027751435,60
FC,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,0.008061688795514046,-1.0887164689120716,0.33075893579899385,0.10940147361088293,0.009844337483107812,0.0030202398431362033,60
FC,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,-0.00731899038378931,-0.5604438528113577,-0.28727601197657116,0.08252750705716305,0.026043547070639467,0.003204308654473113,60
FC,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,-0.0032761143222862325,0.7562761745385829,-0.12595681199303815,0.01586511848744956,0.337579070173497,0.003388056968583383,60
FC,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,0.0006641724557538593,3.204884067075031,0.01851068493273826,0.00034264545667910326,0.8883606164189497,0.004710531994383839,60
FC,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,-0.006771465316201029,-3.509971893116969,-0.3443633582219295,0.11858612248588493,0.007054471807849085,0.002424050533277138,60
FC,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.018137242911890082,2.7794029648876037,0.5998450611254432,0.3598140973565867,4.084379045387357e-07,0.003176663687113527,60
FC,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,-0.013076157274675317,-4.492108379072579,-0.40140611796484654,0.1611268715396083,0.0014793372639625114,0.003917692026511909,60
FC,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,-0.004411836375382059,6.440960407544389,-0.1399401568227776,0.01958324749158359,0.2862303886449101,0.004098910219091082,60
FC,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,0.00983627101898307,568.3787472991492,0.15866142508450323,0.025173447809845432,0.22596419785977723,0.008037274732642862,60
FC,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,0.02664743932052855,558.446053788968,0.25766268303204276,0.06639005822727094,0.04686029793948217,0.013121173986419182,60
FC,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,0.017204130725383467,686.7795546118341,0.13521043681679695,0.018281862224189042,0.30298969807277387,0.016553961038209605,60
FC,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,0.053630180733901016,741.044672282755,0.45230155029290925,0.20457669239736911,0.000285481554834874,0.013885654138848454,60
FC,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,0.04339203174410252,863.2653017123603,0.18250754441537279,0.03330900376852927,0.16280107697606694,0.030694389775467387,60
P,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,0.005454143779376422,-0.48125097787804133,0.28623956675869305,0.08193308957820429,0.02661093580634286,0.0023972873130025823,60
P,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,0.007378964933387136,-0.5143229189745394,0.44116922063167735,0.1946302812327616,0.00041832397545237465,0.001970942220535777,60
P,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,0.007587191847418688,-0.16479269905785818,0.4375686373979757,0.19146631243432113,0.0004720431189300954,0.002047245579777648,60
P,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,0.008495662126478782,-0.6878481484237594,0.42296697157086055,0.17890105903982514,0.0007602024136502585,0.0023898713648275883,60
P,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,-0.0017144870098382986,0.3546524271316855,-0.09787474355172443,0.009579465425315823,0.45689140013335894,0.0022890716308260764,60
P,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,0.00716602201216134,2.014511606796177,0.3322435547910963,0.1103857797002242,0.009499358648635606,0.002671212476335647,60
P,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,-0.001313692890164806,-3.857706644738986,-0.08553907590482308,0.007316933506651085,0.515797261561993,0.002009188137275944,60
P,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.012622140936056835,3.1140705850592196,0.6114020602468153,0.37381247927405037,2.113755498869624e-07,0.00214508415371349,60
P,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,0.007388634128221154,-4.10878680189014,0.45129181562954107,0.2036643028542077,0.00029570824232333,0.0019184072164849825,60
P,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.005351315650058602,4.821771244398582,0.2920960617582424,0.08532010929467494,0.023536878436316532,0.002300675862252782,60
P,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,-0.021604954542597078,568.9010223561086,-0.35596142127240316,0.12670853343426927,0.005249262899039614,0.0074475947339187705,60
P,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,0.015754094536015343,558.4288115625841,0.14859460215679884,0.022080355790137327,0.2571721145657947,0.013766641468315563,60
P,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,-0.012616661870360809,689.180419856193,-0.14018599776577226,0.019652113969585105,0.2853762865884952,0.011700810303972109,60
P,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,0.0069447588574539955,746.0154371489946,0.09357094727123524,0.008755522173236286,0.47701418730157275,0.009702698533794496,60
P,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,-0.08842991868400914,870.6712684908443,-0.5506379883751105,0.3032021942417883,5.155410859555938e-06,0.01760242271217733,60
PO,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,-0.006496768447665281,-0.05754355197996169,-0.21004931766087365,0.044120715849798604,0.10721547836823221,0.003970668597868941,60
PO,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,-0.011743365628064877,0.1903524192045062,-0.41461075794503477,0.17190208060375622,0.000989151171986778,0.0033843780224941805,60
PO,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,-0.003872064887060897,0.10954031857534137,-0.21139510627717784,0.04468789095793931,0.104932799118077,0.002350749442177697,60
PO,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,0.004873815780208996,-0.8456814430530982,0.15521178693154417,0.024090698802483063,0.23634699794641628,0.004073194443632864,60
PO,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,0.010737205673007386,-0.057124746199427145,0.4732151391578769,0.2239325679282088,0.00013430502879068423,0.0026246317276867057,60
PO,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,0.001166185858562783,2.3528369194669563,0.036303031457610734,0.0013179100930122746,0.7830262547915348,0.004215261410781538,60
PO,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,-0.020883397327157695,-3.398870676575421,-0.6360226121342459,0.40452476314606944,4.740683893697774e-08,0.003326951359258638,60
PO,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.0006513683370118512,3.5879369698121795,0.03514429509518964,0.0012351214777377706,0.7897907747926086,0.0024321448758073913,60
PO,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,0.0015215173527037568,-4.418221206847754,0.05732469238437615,0.0032861203569633534,0.6635243291059509,0.003479416616099137,60
PO,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.017431248819344755,4.536405309903222,0.6212216766343178,0.38591637152035296,1.1826201202441313e-07,0.002887231874563949,60
PO,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,0.039415310159733236,566.0920961229654,0.4411518401672633,0.1946149460829626,0.00041856934894658027,0.010528454858281225,60
PO,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,-0.04758996226216922,560.9103154635795,-0.4079910769679866,0.16645671888549757,0.0012127743119403236,0.013983464246418227,60
PO,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,-0.004524252458519722,689.1527853969094,-0.04395713118369515,0.0019322293819005849,0.7387650636567111,0.013501546273935074,60
PO,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,0.005101566428008618,746.4189542452751,0.06469360879061116,0.004185263018352641,0.6233641685756939,0.010332786259052568,60
PO,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,-0.12971752601168998,869.1300344069477,-0.502734703365425,0.2527421819679219,4.249633488610468e-05,0.029287414169535272,60
T,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,-0.00442294574794339,0.32485277492633957,-0.18121563874828175,0.03283910772694776,0.16584918037479582,0.0031517466869530235,60
T,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,-0.006385132377896273,0.4053915858351251,-0.30178615678512644,0.09107488442713692,0.019110123796463423,0.0026486260517787842,60
T,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,-0.005803740989947499,0.33122028138537274,-0.3455413599110105,0.11939883140915049,0.006849179719387569,0.002069586659516446,60
T,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,0.00983583553287767,0.21164815268130943,0.42551483822772285,0.18106287755196515,0.0007006190151516269,0.002746678521460035,60
T,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,0.006970891770793703,-0.5065913018330926,0.3233916741980376,0.1045821749406097,0.011721759640282367,0.002678294788958466,60
T,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,0.001272553673188051,3.442239772076507,0.06610744876315143,0.0043701947819726914,0.6157773940595528,0.0025220904612950645,60
T,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,-0.01702586943968317,-3.937948502947279,-0.4912457592157152,0.24132239594742447,6.734457216919906e-05,0.003963922179188176,60
T,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.0032453943317210616,4.800589549891017,0.16670880652472456,0.027791826172898045,0.20298715180045498,0.002520429581651182,60
T,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,0.007613783889973586,-4.379208251415281,0.29121197916888736,0.08480441681146049,0.023980736632742302,0.0032842353447469167,60
T,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.010664966094547396,5.662172868294143,0.31227508712863644,0.09751573004119748,0.015137510441248022,0.004260180151459175,60
T,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,0.0005316702452899546,567.9820053186794,0.0076398019658015,5.836657407666447e-05,0.9538015125728521,0.009137630309513296,60
T,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,-0.01574979827605856,559.1280816760408,-0.15925648175894688,0.02536262698223778,0.22420575775792564,0.012819922862188677,60
T,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,0.017854254995187224,689.9537052362875,0.1933822994367383,0.03739671373544031,0.13875671884277224,0.011894184923219815,60
T,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,-0.012323579414834187,747.4670886351981,-0.12312201613186166,0.015159030856374402,0.3486508793490575,0.013042781122881299,60
T,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,-0.06603958843974476,867.7792589107057,-0.45121481938991026,0.20359481323706935,0.0002965016118842974,0.017150391814779956,60
